ticker,doc_url,doc_title,doc_name
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/2_mbs_2026_7_1_c3c453b_vi_nq_thuc_hien_chi_tra_co_tuc_bang_tien_nam_2025(NhieuFile).zip,Nghị quyết HĐQT số 63/NQ-MBS-HĐQT ngày 30 tháng 6 năm 2026 về việc thực hiện chi trả cổ tức bằng tiền năm 2025,Nghị quyết HĐQT số 63/NQ-MBS-HĐQT ngày 30 tháng 6 năm 2026 về việc thực hiện chi trả cổ tức bằng tiền năm 2025
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/1_mbs_2026_6_15_ba8f4e2_vi_en_nghi_quyet_resolution(NhieuFile).zip,Nghị quyết HĐQT của Công ty cổ phần Chứng khoán MB về việc Mua lại trước hạn Trái phiếu do Công ty cổ phần Chứng khoán MB phát hành của Người sở hữu trái phiếu - Công ty TNHH DAHASA,Nghị quyết HĐQT của Công ty cổ phần Chứng khoán MB về việc Mua lại trước hạn Trái phiếu do Công ty cổ phần Chứng khoán MB phát hành của Người sở hữu trái phiếu - Công ty TNHH DAHASA
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/m88_20260612_information_disclosure___cv_cbtt1781254034886bydmxssb(NhieuFile).zip,Nghị quyết HĐQT về việc Mua lại trước hạn Trái phiếu do Công ty Cổ phần Chứng khoán MB phát hành của Người sở hữu trái phiếu,Nghị quyết HĐQT về việc Mua lại trước hạn Trái phiếu do Công ty Cổ phần Chứng khoán MB phát hành của Người sở hữu trái phiếu
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/3_mbs_2026_5_25_6b823da_en_resolution_of_the_results_of_poas_in_2026(NhieuFile).zip,Nghị quyết HĐQT số 50/NQ-MBS-HĐQT ngày 21/05/2026 về việc thông qua kết quả chào bán thêm cổ phiếu ra công chúng năm 2026,Nghị quyết HĐQT số 50/NQ-MBS-HĐQT ngày 21/05/2026 về việc thông qua kết quả chào bán thêm cổ phiếu ra công chúng năm 2026
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/1_mbs_2026_5_15_3fee9be_vi_nq_hdqt_ve_viec_phan_phoi_cp(NhieuFile).zip,Nghị quyết Hội đồng quản trị số 48/NQ-MBS-HĐQT ngày 11/05/2026 về việc phân phối số cổ phiếu còn lại chưa phân phối hết sau khi cổ đông hiện hữu thực hiện quyền mua cổ phiếu phát hành thêm năm 2026,Nghị quyết Hội đồng quản trị số 48/NQ-MBS-HĐQT ngày 11/05/2026 về việc phân phối số cổ phiếu còn lại chưa phân phối hết sau khi cổ đông hiện hữu thực hiện quyền mua cổ phiếu phát hành thêm năm 2026
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/m88_20260513_en_board_of_directors_resolution_regarding_the_distribution_of_remaining_unsold_shares1778663810172koglgirw(NhieuFile).zip,Nghị quyết Hội đồng quản trị về việc Phân phối số cổ phiếu còn lại chưa phân phối hết,Nghị quyết Hội đồng quản trị về việc Phân phối số cổ phiếu còn lại chưa phân phối hết
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/7_mbs_2026_4_17_d0520ec_cv_cbtt__information_disclosure(NhieuFile).zip,"Nghị quyết Hội đồng quản trị về việc thiết lập hạn mức tín dụng tại Ngân hàng Thương mại cổ phần Á Châu (ACB), Ngân hàng Thương mại cổ phần Quốc tế Việt Nam (VIB), Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam (BIDV)","Nghị quyết Hội đồng quản trị về việc thiết lập hạn mức tín dụng tại Ngân hàng Thương mại cổ phần Á Châu (ACB), Ngân hàng Thương mại cổ phần Quốc tế Việt Nam (VIB), Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam (BIDV)"
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/m88_20260416_cv_cbtt___information_disclosure1776328170314afeib07x(NhieuFile).zip,Nghị quyết Hội đồng quản trị về việc thiết lập hạn mức tín dụng tại các ngân hàng,Nghị quyết Hội đồng quản trị về việc thiết lập hạn mức tín dụng tại các ngân hàng
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/2_mbs_2026_4_14_f2d93c2_cv_cbtt__information_disclosure(NhieuFile).zip,Nghị quyết Hội đồng quản trị về việc thay đổi địa điểm Chi nhánh Hà Nội,Nghị quyết Hội đồng quản trị về việc thay đổi địa điểm Chi nhánh Hà Nội
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/m88_20260413_cv_cbtt___information_disclosure1776071856573toje4xt0(NhieuFile).zip,Nghị quyết Hội đồng quản trị về việc thay đổi địa điểm Chi nhánh Hà Nội,Nghị quyết Hội đồng quản trị về việc thay đổi địa điểm Chi nhánh Hà Nội
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/3_mbs_2026_4_9_8d77284_vi_nghi_quyet_chao_ban_chung_quyen_co_bao_dam_1(NhieuFile).zip,Bổ sung thông tin Nghị quyết Hội đồng quản trị về Phương án chào bán chứng quyền có bảo đảm,Bổ sung thông tin Nghị quyết Hội đồng quản trị về Phương án chào bán chứng quyền có bảo đảm
MBS,https://static2.vietstock.vn/data/HNX/2026/NGHI QUYET HDQT/VN/2_mbs_2026_4_9_5d98d4c_cv_cbtt__information_disclosure(NhieuFile).zip,Bổ sung thông tin Nghị quyết HĐQT về Phương án chào bán chứng quyền có bảo đảm,Bổ sung thông tin Nghị quyết HĐQT về Phương án chào bán chứng quyền có bảo đảm
