source,url,title,short_description,content,text,publish_time,author,category,tags,view_counts,image_url,crawl_time_utc,text_len,content_len
cafef,https://cafef.vn/mot-co-phieu-ngan-hang-bi-tu-doanh-ctck-xa-manh-phien-cuoi-tuan-18826071717174961.chn,"Một cổ phiếu ngân hàng bị tự doanh CTCK ""xả"" mạnh phiên cuối tuần",Tự doanh CTCK bán ròng 479 tỷ đồng trên HOSE.,"[TIN MỚI](javascript:; ""TIN MỚI"") Thị trường chứng khoán phiên cuối tuần 17/7 mở cửa giảm điểm dưới áp lực bán. Sắc đỏ lan tỏa và mức giảm cũng theo đó mà dần mở rộng hơn. Kết phiên, VN- Index đóng cửa tại 1.787,45 điểm, giảm 16,79 điểm, tương đương 0,93%. Giao dịch của khối ngoại là điểm trừ khi bán ròng khoảng 690 tỷ đồng cổ phiếu trên toàn thị trường. **Tự doanh CTCK bán ròng 479 tỷ đồng trên HOSE.** ![](https://cafefcdn.com/203337114487263232/2026/7/17/image20-1784283522317-17842835225191279770094.png) Cụ thể, STB là cổ phiếu bị tự doanh CTCK bán ròng mạnh nhất với giá trị 78 tỷ đồng, tiếp theo là HPG (60 tỷ đồng), VIC (53 tỷ đồng), ACB (42 tỷ đồng), FPT (29 tỷ đồng), LPB (28 tỷ đồng), VHM (23 tỷ đồng), VJC (22 tỷ đồng), MBB (19 tỷ đồng) và MWG (16 tỷ đồng). Ở chiều ngược lại, nhóm tự doanh CTCK mua ròng mạnh nhất tại DXG với giá trị 8 tỷ đồng, tiếp theo là FRT, VND và PVT cùng được mua ròng 3 tỷ đồng, PDR, CTG và VTP cùng được mua ròng 2 tỷ đồng, trong khi CTD, VPX và IJC cùng được mua ròng 1 tỷ đồng.﻿","Một cổ phiếu ngân hàng bị tự doanh CTCK ""xả"" mạnh phiên cuối tuần Tự doanh CTCK bán ròng 479 tỷ đồng trên HOSE. [TIN MỚI](javascript:; ""TIN MỚI"") Thị trường chứng khoán phiên cuối tuần 17/7 mở cửa giảm điểm dưới áp lực bán. Sắc đỏ lan tỏa và mức giảm cũng theo đó mà dần mở rộng hơn. Kết phiên, VN- Index đóng cửa tại 1.787,45 điểm, giảm 16,79 điểm, tương đương 0,93%. Giao dịch của khối ngoại là điểm trừ khi bán ròng khoảng 690 tỷ đồng cổ phiếu trên toàn thị trường. **Tự doanh CTCK bán ròng 479 tỷ đồng trên HOSE.** ![](https://cafefcdn.com/203337114487263232/2026/7/17/image20-1784283522317-17842835225191279770094.png) Cụ thể, STB là cổ phiếu bị tự doanh CTCK bán ròng mạnh nhất với giá trị 78 tỷ đồng, tiếp theo là HPG (60 tỷ đồng), VIC (53 tỷ đồng), ACB (42 tỷ đồng), FPT (29 tỷ đồng), LPB (28 tỷ đồng), VHM (23 tỷ đồng), VJC (22 tỷ đồng), MBB (19 tỷ đồng) và MWG (16 tỷ đồng). Ở chiều ngược lại, nhóm tự doanh CTCK mua ròng mạnh nhất tại DXG với giá trị 8 tỷ đồng, tiếp theo là FRT, VND và PVT cùng được mua ròng 3 tỷ đồng, PDR, CTG và VTP cùng được mua ròng 2 tỷ đồng, trong khi CTD, VPX và IJC cùng được mua ròng 1 tỷ đồng.﻿",2026-07-17 17:17:00,An Thái,Thị trường chứng khoán,,,https://cafefcdn.com/thumb_w/1200/203337114487263232/2026/7/17/avatar1784283520963-17842835211791941104909.png,2026-07-17T13:34:06.012407+00:00,1134,1022
vietstock,http://vietstock.vn/2026/07/khi-may-chu-ai-che-lap-tam-ao-va-doi-giay-761-1461485.htm,Khi máy chủ AI che lấp tấm áo và đôi giày,"Nhìn vào bảng số liệu xuất khẩu của Việt Nam nửa đầu năm 2026, người ta dễ có cảm giác lạc quan. Xuất khẩu điện tử, máy tính và linh kiện tăng vọt hơn 40% trong quý đầu năm, được thổi bùng bởi cơn khát máy chủ và linh kiện phục vụ trí tuệ nhân tạo trên khắp thế giới.","Khi máy chủ AI che lấp tấm áo và đôi giày Nhìn vào bảng số liệu xuất khẩu của Việt Nam nửa đầu năm 2026, người ta dễ có cảm giác lạc quan. Xuất khẩu điện tử, máy tính và linh kiện tăng vọt hơn 40% trong quý đầu năm, được thổi bùng bởi cơn khát máy chủ và linh kiện phục vụ trí tuệ nhân tạo trên khắp thế giới. Tổng kim ngạch xuất khẩu năm tháng đạt khoảng 215.66 tỷ USD, tăng 19.5% so với cùng kỳ, một con số ấn tượng trong bối cảnh thương mại toàn cầu đầy bất trắc. Nhưng ẩn dưới con số đẹp ấy là một sự thật ít được nhắc tới: Chính sự bùng nổ của nhóm hàng công nghệ cao đang che khuất một vết thương đang âm thầm rỉ máu ở những ngành xuất khẩu truyền thống. Đằng sau ánh hào quang của những máy chủ AI là câu chuyện kém vui của tấm áo, đôi giày và chiếc bàn gỗ. Các mặt hàng phi công nghệ (dệt may, da giày, đồ gỗ, thủy sản,…), những ngành sử dụng hàng triệu lao động phổ thông đang chịu sức ép nặng nề từ hàng rào thuế quan mới. Khi tổng kim ngạch được kéo lên bởi một nhóm hàng tăng trưởng nóng, mức sụt giảm của các ngành khác bị làm mờ đi trong con số chung. Đó là một dạng ảo ảnh thống kê nguy hiểm. ![](https://image.vietstock.vn/2026/07/02/xuat-khau-vn.jpg) Nghịch lý của một cán cân thâm hụt Nghịch lý còn nằm ở cán cân thương mại. Trong khi xuất khẩu tăng 19.5%, nhập khẩu lại tăng tới 30.8%, lên 229.46 tỷ USD, khiến Việt Nam thâm hụt thương mại khoảng 13.8 tỷ USD, tháng thâm hụt thứ năm liên tiếp trong năm 2026. Thoạt nhìn, một quốc gia vốn quen với thặng dư thương mại bỗng chuyển sang nhập siêu là điều đáng báo động. Nhưng bóc tách kỹ hơn, có tới 94.1% tổng nhập khẩu là tư liệu sản xuất, máy móc, thiết bị, linh kiện và nguyên vật liệu phục vụ chế tạo. Như vậy, phần lớn những gì Việt Nam mua về không phải để tiêu dùng, mà để chế biến rồi xuất khẩu trở lại. Điều thú vị là dù thâm hụt kéo dài, tiền đồng vẫn giữ được sự ổn định đáng kể, với mức mất giá dự báo chỉ quanh 1-2% cho cả năm. Lời giải nằm ở chính cơ cấu của dòng tiền: Nhập siêu được tài trợ bởi dòng vốn đầu tư trực tiếp nước ngoài chảy vào mạnh mẽ, đặc biệt vào điện tử, bán dẫn và trung tâm dữ liệu, cùng với kiều hối và thặng dư dịch vụ. Việt Nam đã thu hút 241 dự án bán dẫn có vốn ngoại với tổng vốn đăng ký vượt 14.2 tỷ USD; đầu năm 2026, [FPT](https://finance.vietstock.vn/FPT-ctcp- fpt.htm?languageid=1) khánh thành nhà máy kiểm thử và đóng gói bán dẫn tại Bắc Ninh, cơ sở đầu tiên do một doanh nghiệp Việt làm chủ hoàn toàn. Chính dòng vốn ấy là tấm đệm giữ cho tỷ giá không chao đảo dù cán cân hàng hóa nghiêng về phía âm. Cái giá của sự lệ thuộc vào một động lực Song, một nền kinh tế dựa quá nhiều vào một động lực tăng trưởng duy nhất luôn ẩn chứa rủi ro. Sự bùng nổ xuất khẩu công nghệ cao hiện nay phần lớn gắn với chu kỳ đầu tư AI toàn cầu và hoạt động của khối doanh nghiệp FDI. Nếu cơn sốt AI hạ nhiệt, hoặc nếu các tập đoàn đa quốc gia dịch chuyển công đoạn sản xuất sang nơi khác, trụ cột đang nâng đỡ kim ngạch xuất khẩu có thể lung lay. Khi đó, vết thương của các ngành thâm dụng lao động - vốn đang bị che khuất sẽ lộ ra rõ nét, và nó không chỉ là chuyện của những con số, mà là sinh kế của hàng triệu công nhân dệt may, da giày. Thêm vào đó, dư địa chính sách để hỗ trợ nền kinh tế không còn rộng rãi. Với mức lạm phát bình quân năm tháng đã ở 4.31%, không gian để NHNN cắt giảm lãi suất nhằm kích thích tăng trưởng bị thu hẹp đáng kể. Tăng trưởng kinh tế được dự báo hạ nhiệt về quanh 6.8% trong năm 2026 (theo dự báo của World Bank). Trong bối cảnh ấy, việc duy trì sức cạnh tranh cho các ngành xuất khẩu truyền thống thông qua đàm phán thuế quan, nâng cao giá trị gia tăng và đa dạng hóa thị trường trở nên cấp thiết hơn bao giờ hết. Suy cho cùng, câu chuyện xuất khẩu của Việt Nam năm 2026 là câu chuyện về việc đọc hiểu những con số một cách trung thực. Một kim ngạch tăng trưởng hai chữ số là điều đáng mừng, nhưng nó không nên trở thành tấm màn che giấu những chuyển động trái chiều bên dưới. Máy chủ AI và những con chip có thể là tương lai, nhưng tấm áo và đôi giày vẫn là hiện tại của hàng triệu gia đình Việt. [LH](/tac-gia/lh-579.htm ""Xem thêm bài cùng tác giả"") [FILI](http://fili.vn/2026/07/khi-may-chu-ai-che-lap-tam-ao-va-doi- giay-761-1461485.htm) \- 12:00 09/07/2026","Khi máy chủ AI che lấp tấm áo và đôi giày Nhìn vào bảng số liệu xuất khẩu của Việt Nam nửa đầu năm 2026, người ta dễ có cảm giác lạc quan. Xuất khẩu điện tử, máy tính và linh kiện tăng vọt hơn 40% trong quý đầu năm, được thổi bùng bởi cơn khát máy chủ và linh kiện phục vụ trí tuệ nhân tạo trên khắp thế giới. Khi máy chủ AI che lấp tấm áo và đôi giày Nhìn vào bảng số liệu xuất khẩu của Việt Nam nửa đầu năm 2026, người ta dễ có cảm giác lạc quan. Xuất khẩu điện tử, máy tính và linh kiện tăng vọt hơn 40% trong quý đầu năm, được thổi bùng bởi cơn khát máy chủ và linh kiện phục vụ trí tuệ nhân tạo trên khắp thế giới. Tổng kim ngạch xuất khẩu năm tháng đạt khoảng 215.66 tỷ USD, tăng 19.5% so với cùng kỳ, một con số ấn tượng trong bối cảnh thương mại toàn cầu đầy bất trắc. Nhưng ẩn dưới con số đẹp ấy là một sự thật ít được nhắc tới: Chính sự bùng nổ của nhóm hàng công nghệ cao đang che khuất một vết thương đang âm thầm rỉ máu ở những ngành xuất khẩu truyền thống. Đằng sau ánh hào quang của những máy chủ AI là câu chuyện kém vui của tấm áo, đôi giày và chiếc bàn gỗ. Các mặt hàng phi công nghệ (dệt may, da giày, đồ gỗ, thủy sản,…), những ngành sử dụng hàng triệu lao động phổ thông đang chịu sức ép nặng nề từ hàng rào thuế quan mới. Khi tổng kim ngạch được kéo lên bởi một nhóm hàng tăng trưởng nóng, mức sụt giảm của các ngành khác bị làm mờ đi trong con số chung. Đó là một dạng ảo ảnh thống kê nguy hiểm. ![](https://image.vietstock.vn/2026/07/02/xuat-khau-vn.jpg) Nghịch lý của một cán cân thâm hụt Nghịch lý còn nằm ở cán cân thương mại. Trong khi xuất khẩu tăng 19.5%, nhập khẩu lại tăng tới 30.8%, lên 229.46 tỷ USD, khiến Việt Nam thâm hụt thương mại khoảng 13.8 tỷ USD, tháng thâm hụt thứ năm liên tiếp trong năm 2026. Thoạt nhìn, một quốc gia vốn quen với thặng dư thương mại bỗng chuyển sang nhập siêu là điều đáng báo động. Nhưng bóc tách kỹ hơn, có tới 94.1% tổng nhập khẩu là tư liệu sản xuất, máy móc, thiết bị, linh kiện và nguyên vật liệu phục vụ chế tạo. Như vậy, phần lớn những gì Việt Nam mua về không phải để tiêu dùng, mà để chế biến rồi xuất khẩu trở lại. Điều thú vị là dù thâm hụt kéo dài, tiền đồng vẫn giữ được sự ổn định đáng kể, với mức mất giá dự báo chỉ quanh 1-2% cho cả năm. Lời giải nằm ở chính cơ cấu của dòng tiền: Nhập siêu được tài trợ bởi dòng vốn đầu tư trực tiếp nước ngoài chảy vào mạnh mẽ, đặc biệt vào điện tử, bán dẫn và trung tâm dữ liệu, cùng với kiều hối và thặng dư dịch vụ. Việt Nam đã thu hút 241 dự án bán dẫn có vốn ngoại với tổng vốn đăng ký vượt 14.2 tỷ USD; đầu năm 2026, [FPT](https://finance.vietstock.vn/FPT-ctcp- fpt.htm?languageid=1) khánh thành nhà máy kiểm thử và đóng gói bán dẫn tại Bắc Ninh, cơ sở đầu tiên do một doanh nghiệp Việt làm chủ hoàn toàn. Chính dòng vốn ấy là tấm đệm giữ cho tỷ giá không chao đảo dù cán cân hàng hóa nghiêng về phía âm. Cái giá của sự lệ thuộc vào một động lực Song, một nền kinh tế dựa quá nhiều vào một động lực tăng trưởng duy nhất luôn ẩn chứa rủi ro. Sự bùng nổ xuất khẩu công nghệ cao hiện nay phần lớn gắn với chu kỳ đầu tư AI toàn cầu và hoạt động của khối doanh nghiệp FDI. Nếu cơn sốt AI hạ nhiệt, hoặc nếu các tập đoàn đa quốc gia dịch chuyển công đoạn sản xuất sang nơi khác, trụ cột đang nâng đỡ kim ngạch xuất khẩu có thể lung lay. Khi đó, vết thương của các ngành thâm dụng lao động - vốn đang bị che khuất sẽ lộ ra rõ nét, và nó không chỉ là chuyện của những con số, mà là sinh kế của hàng triệu công nhân dệt may, da giày. Thêm vào đó, dư địa chính sách để hỗ trợ nền kinh tế không còn rộng rãi. Với mức lạm phát bình quân năm tháng đã ở 4.31%, không gian để NHNN cắt giảm lãi suất nhằm kích thích tăng trưởng bị thu hẹp đáng kể. Tăng trưởng kinh tế được dự báo hạ nhiệt về quanh 6.8% trong năm 2026 (theo dự báo của World Bank). Trong bối cảnh ấy, việc duy trì sức cạnh tranh cho các ngành xuất khẩu truyền thống thông qua đàm phán thuế quan, nâng cao giá trị gia tăng và đa dạng hóa thị trường trở nên cấp thiết hơn bao giờ hết. Suy cho cùng, câu chuyện xuất khẩu của Việt Nam năm 2026 là câu chuyện về việc đọc hiểu những con số một cách trung thực. Một kim ngạch tăng trưởng hai chữ số là điều đáng mừng, nhưng nó không nên trở thành tấm màn che giấu những chuyển động trái chiều bên dưới. Máy chủ AI và những con chip có thể là tương lai, nhưng tấm áo và đôi giày vẫn là hiện tại của hàng triệu gia đình Việt. [LH](/tac-gia/lh-579.htm ""Xem thêm bài cùng tác giả"") [FILI](http://fili.vn/2026/07/khi-may-chu-ai-che-lap-tam-ao-va-doi- giay-761-1461485.htm) \- 12:00 09/07/2026",2026-07-09 13:02:00,LH,Kinh tế,,,https://image.vietstock.vn/2026/07/02/xuat-khau-vn_1158597.jpg,2026-07-17T13:40:25.716126+00:00,4501,4191
