ticker,doc_url,doc_title,doc_name
HDB,https://static2.vietstock.vn/data/HOSE/2022/BCTC/VN/QUY 3/HDB_Baocaotaichinh_Q3_2022_Hopnhat.pdf,BCTC Hợp nhất quý 3 năm 2022 ,Báo cáo tài chính Hợp nhất quý 3 năm 2022 
HDB,http://static2.vietstock.vn/data/HOSE/2022/BCTC/VN/QUY 2/HDB_Baocaotaichinh_6T_2022_Soatxet_Hopnhat.pdf,BCTC Hợp nhất Soát xét 6 tháng đầu năm 2022 ,Báo cáo tài chính Hợp nhất Soát xét 6 tháng đầu năm 2022 
HDB,http://static2.vietstock.vn/data/HOSE/2022/BCTC/VN/QUY 2/HDB_Baocaotaichinh_6T_2022_Soatxet_Congtyme.pdf,BCTC Công ty mẹ Soát xét 6 tháng đầu năm 2022 ,Báo cáo tài chính Công ty mẹ Soát xét 6 tháng đầu năm 2022 
HDB,https://static2.vietstock.vn/data/HOSE/2022/BCTC/VN/QUY 2/HDB_Baocaotaichinh_Q2_2022_Hopnhat.PDF,BCTC Hợp nhất quý 2 năm 2022 ,Báo cáo tài chính Hợp nhất quý 2 năm 2022 
HDB,http://static2.vietstock.vn/data/HOSE/2022/BCTC/VN/QUY 2/HDB_Baocaotaichinh_Q2_2022_Congtyme.PDF,BCTC Công ty mẹ quý 2 năm 2022 ,Báo cáo tài chính Công ty mẹ quý 2 năm 2022 
HDB,https://static2.vietstock.vn/data/HOSE/2022/BCTC/VN/QUY 1/HDB_Baocaotaichinh_Q1_2022_Hopnhat.pdf,BCTC Hợp nhất quý 1 năm 2022 ,Báo cáo tài chính Hợp nhất quý 1 năm 2022 
HDB,http://static2.vietstock.vn/data/HOSE/2022/BCTC/VN/QUY 1/HDB_Baocaotaichinh_Q1_2022_Congtyme.pdf,BCTC Công ty mẹ quý 1 năm 2022 ,Báo cáo tài chính Công ty mẹ quý 1 năm 2022 
HDB,http://static2.vietstock.vn/data/HOSE/2021/BCTC/VN/NAM/HDB_TMBCTC_2021_Kiemtoan_Hopnhat_DieuChinh.pdf,Thuyết minh BCTC Hợp nhất Kiểm toán năm 2021 (điều chỉnh),Thuyết minh Báo cáo tài chính Hợp nhất Kiểm toán năm 2021 (điều chỉnh)
HDB,http://static2.vietstock.vn/data/HOSE/2021/BCTC/VN/NAM/HDB_Baocaotaichinh_2021_Kiemtoan_Hopnhat.pdf,BCTC Hợp nhất Kiểm toán năm 2021 ,Báo cáo tài chính Hợp nhất Kiểm toán năm 2021 
HDB,http://static2.vietstock.vn/data/HOSE/2021/BCTC/VN/NAM/HDB_Baocaotaichinh_2021_Kiemtoan_Congtyme.pdf,BCTC Công ty mẹ Kiểm toán năm 2021 ,Báo cáo tài chính Công ty mẹ Kiểm toán năm 2021 
